PRODUCT,AGE,AREA,RESIDENTIAL_PLACE,EDUCATION,MARITAL_STATUS,HOUSEHOLD_MEMBERS,NO_OF_DEPENDENTS,INCOME,WORK_SENIORITY,BUSINESS AGE,ECONOMIC_SECTOR,EMPLOYEE_NO,LENGTH_RELATIONSHIP_WITH_CLIENT,DEBIT_CARD,CURRENT_ACCOUNT,SAVING_ACCOUNT,SALARY_ACCOUNT,FOREIGN_ACCOUNT,FINALIZED_LOAN,DEPOSIT,PENSION_FUNDS,DEFAULT_FLAG
B,43,Rural area,Living with family,Highschool,married,2,0,636,5,20,Manufacturing,between 101-250,2,0,0,0,0,0,0,0,0,0
F,28,Rural area,Living with family,Vocational school,single,1,0,3125.955,6,21,Transportation and storage,between 11-20,2,0,0,0,0,0,0,0,0,0
C,66,County capital,Owner without mortgage,Missing,widow,1,0,861,5,16,Missing,Missing,8,0,0,0,0,0,1,0,0,0
C,62,Rural area,Owner without mortgage,Vocational school,married,2,0,1128,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,30,Rural area,Living with family,University,married,2,0,1127.592,8,19,Public administration and defence,between 21-50,11,1,1,0,0,0,0,0,0,0
F,30,County capital,Owner without mortgage,University,married,2,0,1965.0925,4,15,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
F,37,Urban area,Owner with mortgage,Highschool,married,4,2,2021.08,15,15,Electricity and gas,> 1.000,1,1,1,0,0,0,0,0,0,0
C,66,Urban area,Owner without mortgage,Highschool,widow,1,0,1092,5,16,Missing,Missing,12,0,1,0,0,0,1,0,0,0
B,38,Urban area,Living with family,University,divorced,2,1,3139,8,42,Human health and social work activities,> 1.000,2,0,1,0,0,0,0,0,0,0
C,55,County capital,Owner without mortgage,College,widow,1,0,825,5,16,Missing,Missing,2,0,0,0,0,0,0,0,0,0
C,58,Rural area,Owner without mortgage,Highschool,married,2,1,686,40,67,Missing,between 101-250,10,0,0,0,0,0,1,0,0,0
F,39,Urban area,Owner without mortgage,Highschool,divorced,2,0,945.15,4,17,Manufacturing,between 501-1.000,2,0,0,0,0,0,0,0,0,0
F,34,County capital,Other,University,single,1,0,2475,4,7,Public administration and defence,between 251-500,13,1,1,0,1,0,0,0,0,0
C,69,Rural area,Owner without mortgage,Highschool,married,2,0,1190,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
E,62,County capital,Owner without mortgage,Highschool,widow,1,0,779,5,16,Missing,Missing,3,0,1,0,0,0,0,0,0,0
B,36,Urban area,Owner without mortgage,College,married,2,0,1093.3275,5,11,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
B,55,Urban area,Owner without mortgage,Missing,married,2,0,939.12,3,24,Manufacturing,between 51-100,2,1,1,0,1,0,0,0,0,0
B,41,Rural area,Owner without mortgage,Highschool,married,2,0,1995.55,22,38,Mining and quarrying,> 1.000,1,1,1,0,1,0,0,0,0,0
B,58,County capital,Owner without mortgage,University,widow,1,0,1237.625,1,16,Other,between 21-50,1,1,1,0,1,0,0,0,0,0
C,31,County capital,Owner without mortgage,University,married,3,1,4873.33,8,15,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
C,69,Rural area,Owner without mortgage,Middle school,single,1,0,905,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,61,County capital,Owner with mortgage,University,married,2,0,951.9975,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
E,61,Urban area,Owner without mortgage,University,single,1,0,706,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
F,27,County capital,Owner without mortgage,Highschool,single,1,0,1081,7,20,Wholesale and retail trade,between 21-50,2,0,0,0,0,0,0,0,0,0
C,43,County capital,Owner without mortgage,Highschool,married,3,1,2993,23,23,Missing,> 1.000,10,0,0,0,0,0,1,0,0,0
E,39,County capital,Owner without mortgage,Post secondary school,married,2,0,1727.9,1,33,Human health and social work activities,> 1.000,1,1,1,0,1,0,0,0,0,0
C,32,Urban area,Living with family,College,single,1,0,1685,5,6,Missing,between 51-100,1,0,0,0,0,0,0,0,0,0
C,69,Rural area,Other,Post secondary school,widow,1,0,695,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,38,County capital,Owner without mortgage,University,married,4,2,12852.67,8,8,Other,between 501-1.000,13,0,0,0,0,0,0,0,0,0
C,26,County capital,Living with family,Other,single,1,0,1091,2,3,Other,between 101-250,2,1,1,0,1,0,0,0,0,0
C,64,County capital,Owner without mortgage,Highschool,married,2,0,1076,5,16,Missing,Missing,11,0,1,0,0,0,1,0,0,0
E,67,County capital,Owner without mortgage,University,married,2,0,2528,5,16,Missing,Missing,2,1,1,0,1,0,0,0,0,0
F,29,Urban area,Living with family,University,single,1,0,2161.11,3,21,"Professional, scientific and technical activities",> 1.000,1,1,1,0,0,0,0,0,0,0
B,46,Rural area,Owner without mortgage,Post secondary school,single,1,0,1971.25,22,23,Construction,between 101-250,12,0,1,0,0,0,1,0,0,0
C,61,County capital,Owner without mortgage,Missing,married,2,0,1152,5,16,Missing,Missing,11,0,1,0,0,0,1,0,0,0
B,27,Urban area,Owner without mortgage,University,single,1,0,867.81,2,19,Manufacturing,> 1.000,2,1,1,0,1,0,0,0,0,0
C,65,County capital,Owner without mortgage,Post secondary school,single,1,0,1377,5,16,Missing,Missing,13,0,0,0,0,0,0,0,0,1
C,55,Rural area,Owner without mortgage,Vocational school,married,2,1,920,5,16,Missing,Missing,13,1,1,0,0,0,1,0,0,0
B,35,County capital,Owner without mortgage,Highschool,married,3,1,601,9,17,Manufacturing,between 21-50,2,0,0,0,0,0,0,0,0,0
C,38,Rural area,Owner without mortgage,University,married,2,0,2273,15,25,Public administration and defence,between 501-1.000,1,1,1,0,0,0,0,0,0,0
E,64,County capital,Owner without mortgage,Vocational school,married,2,0,748,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,47,Rural area,Owner without mortgage,Post secondary school,married,2,0,1298,19,55,Human health and social work activities,between 251-500,1,1,1,0,0,0,0,0,0,0
B,40,County capital,Owner without mortgage,University,single,1,0,2008,9,23,Public administration and defence,between 501-1.000,2,1,1,0,1,0,1,0,0,0
C,32,County capital,Owner with mortgage,University,single,1,0,1307.25,6,20,Public administration and defence,> 1.000,13,0,0,0,0,0,0,0,0,0
B,40,Urban area,Owner with mortgage,Middle school,single,1,0,3781,6,21,Transportation and storage,between 501-1.000,1,0,0,0,0,0,0,0,0,0
B,63,Urban area,Owner without mortgage,Post secondary school,married,2,0,1654,5,16,Missing,Missing,10,0,0,0,0,0,1,0,0,0
C,62,Urban area,Living with family,University,widow,1,0,847,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
C,63,Rural area,Owner without mortgage,Highschool,widow,1,0,560,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
F,38,County capital,Living with family,Highschool,single,1,0,1576.25,9,17,Construction,between 11-20,8,0,0,0,0,0,0,0,0,0
C,56,Rural area,Owner without mortgage,Vocational school,married,2,0,1448.35,39,43,Manufacturing,between 251-500,14,0,0,0,0,0,1,0,0,0
B,36,County capital,Owner without mortgage,Missing,single,1,0,3072.9975,5,24,Wholesale and retail trade,between 21-50,1,1,1,0,1,0,0,0,0,0
C,60,Rural area,Owner without mortgage,Middle school,married,3,1,1230.905,40,42,Mining and quarrying,between 501-1.000,12,0,0,0,0,0,1,0,0,0
F,53,County capital,Living with family,University,divorced,1,0,2136.66,16,42,Human health and social work activities,> 1.000,1,1,1,0,0,0,0,0,0,0
B,66,County capital,Owner without mortgage,Vocational school,married,2,0,926,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
B,47,County capital,Owner without mortgage,University,married,2,0,2169.355,1,56,Education,between 21-50,12,1,1,0,0,0,0,0,0,0
C,55,Rural area,Owner without mortgage,Highschool,married,2,0,1121,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
B,60,County capital,Owner without mortgage,Highschool,single,1,0,1294,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
B,45,Rural area,Owner without mortgage,University,divorced,2,1,2491,9,10,Missing,between 101-250,1,0,0,0,0,0,0,0,0,0
E,43,Rural area,Owner without mortgage,Vocational school,married,2,0,1161,8,86,Human health and social work activities,> 1.000,2,1,1,0,1,0,0,0,0,0
C,36,Rural area,Other,Post secondary school,married,2,0,1121,9,11,Public administration and defence,> 1.000,1,0,1,0,0,0,0,0,0,0
C,25,Urban area,Living with family,Highschool,single,1,0,947.075,3,28,Manufacturing,between 501-1.000,7,0,0,0,0,0,0,0,0,0
B,49,Rural area,Owner without mortgage,Highschool,married,2,0,938.23,9,24,Manufacturing,between 251-500,9,0,0,0,0,0,0,0,0,1
C,67,Urban area,Owner without mortgage,Post secondary school,married,2,0,2037,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,27,County capital,Owner with mortgage,College,married,2,0,1489.93,3,10,Transportation and storage,between 251-500,2,1,1,0,0,0,0,1,0,0
B,41,County capital,Owner without mortgage,Other,single,1,0,1218,6,12,Transportation and storage,between 21-50,2,0,0,0,0,0,0,0,0,1
C,47,County capital,Owner without mortgage,Highschool,married,2,0,943.5,4,16,Manufacturing,between 501-1.000,15,0,0,0,0,0,1,0,0,0
F,29,County capital,Living with family,University,married,2,0,1559,2,11,Wholesale and retail trade,between 101-250,2,0,0,0,0,0,0,0,0,0
C,38,Urban area,Owner without mortgage,Post secondary school,married,2,0,1696,8,16,Human health and social work activities,between 101-250,1,0,1,0,0,0,0,0,0,0
E,62,County capital,Owner without mortgage,Other,married,2,0,1548,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
B,57,Urban area,Owner without mortgage,University,married,2,0,735,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
E,54,County capital,Owner without mortgage,Highschool,single,1,0,1360,5,16,Missing,Missing,13,0,1,0,0,0,0,0,0,0
B,38,County capital,Owner without mortgage,Highschool,married,2,0,1438.83,12,21,Manufacturing,between 501-1.000,9,0,0,0,0,0,0,0,0,0
B,56,County capital,Owner without mortgage,Highschool,married,2,0,1823.66,15,15,Water supply,between 101-250,1,0,0,0,0,0,0,0,0,0
C,39,County capital,Owner without mortgage,Other,divorced,1,0,1480.6,1,1,Manufacturing,between 251-500,9,1,1,0,1,0,0,0,0,0
F,27,County capital,Owner without mortgage,University,single,1,0,2299.655,7,18,Missing,between 501-1.000,1,1,1,0,0,0,0,0,0,0
C,58,Urban area,Owner without mortgage,Post secondary school,single,1,0,999,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
B,62,County capital,Owner without mortgage,Highschool,widow,1,0,1064,5,16,Missing,Missing,10,1,1,0,0,0,0,0,0,0
C,59,County capital,Living with family,Highschool,married,2,0,993,7,16,Education,> 1.000,2,0,0,0,0,0,0,0,0,0
E,60,County capital,Owner without mortgage,Highschool,married,2,0,1733,5,16,Missing,Missing,2,1,1,0,1,0,0,0,0,0
C,42,County capital,Owner without mortgage,Vocational school,married,2,0,1442.5,1,2,Missing,between 501-1.000,6,0,0,0,0,0,0,0,0,0
F,36,Rural area,Owner with mortgage,Vocational school,married,2,0,3059.33,2,21,Transportation and storage,between 51-100,13,1,1,0,0,0,0,0,0,0
C,42,County capital,Owner without mortgage,Highschool,married,2,0,1490,2,22,Wholesale and retail trade,between 251-500,11,0,0,0,0,0,0,0,0,0
B,60,Rural area,Owner without mortgage,University,married,2,0,1218,5,16,Missing,Missing,11,1,1,0,0,0,0,0,0,0
B,28,Urban area,Living with family,University,single,1,0,3092.66,4,10,Other,> 1.000,7,0,0,0,0,0,0,0,0,0
F,27,County capital,Living with family,University,single,1,0,3696,2,13,Other,between 501-1.000,7,1,1,0,1,0,0,0,0,0
C,58,Urban area,Owner without mortgage,Vocational school,married,2,0,714,5,16,Missing,Missing,2,1,1,0,1,0,0,0,0,0
C,39,County capital,Owner without mortgage,University,married,3,1,1975,3,4,Education,between 0-10,9,0,0,0,0,0,1,0,0,0
C,66,Rural area,Owner without mortgage,Other,widow,1,0,543,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
F,27,County capital,Living with family,Highschool,married,2,0,2086.75,2,14,Manufacturing,between 21-50,5,0,0,0,0,0,0,0,0,0
C,34,Urban area,Owner without mortgage,University,divorced,2,1,1519,5,6,Manufacturing,between 101-250,3,0,0,0,0,0,0,0,0,0
B,35,County capital,Owner without mortgage,University,married,2,0,2018,9,44,Public administration and defence,between 501-1.000,2,0,0,0,0,0,0,0,0,0
F,38,County capital,Owner without mortgage,University,divorced,1,0,4316,8,8,Wholesale and retail trade,between 251-500,2,0,0,0,0,0,0,0,0,0
C,62,Rural area,Owner without mortgage,Post secondary school,married,2,0,939,5,16,Missing,Missing,12,0,1,0,0,0,0,0,0,0
C,64,County capital,Owner without mortgage,University,divorced,1,0,896,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
C,62,Rural area,Owner without mortgage,Highschool,married,2,0,1202,5,16,Missing,Missing,12,0,0,0,0,0,1,0,0,0
B,22,County capital,Living with family,Other,single,1,0,1023.67,3,16,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
C,37,County capital,Living with family,Vocational school,married,3,1,1575.745,8,13,Construction,between 101-250,1,0,0,0,0,0,0,0,0,0
F,30,County capital,Owner with mortgage,University,married,2,0,1415.5025,3,6,Manufacturing,between 501-1.000,2,1,1,0,1,0,0,0,0,0
C,57,Urban area,Owner without mortgage,University,single,1,0,771,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,25,County capital,Owner without mortgage,University,single,1,0,1218.42,3,11,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
F,29,Urban area,Living with family,Highschool,single,1,0,3096.35,3,3,Information and communication,between 0-10,1,1,1,0,0,0,0,0,0,0
F,43,County capital,Other,University,married,3,1,1043.796,3,3,Missing,between 51-100,2,0,0,0,0,0,0,0,0,0
F,28,County capital,Living with family,University,single,1,0,7057,3,18,Wholesale and retail trade,between 21-50,2,0,0,0,0,0,0,0,0,0
F,30,County capital,Living with family,University,single,1,0,1453,7,7,Wholesale and retail trade,between 101-250,2,0,0,0,0,0,0,0,0,0
C,45,County capital,Owner without mortgage,Highschool,single,1,0,1256.58,2,10,Missing,> 1.000,1,0,0,0,0,0,0,0,0,0
C,22,County capital,Living with family,College,single,1,0,1055.66,2,21,Wholesale and retail trade,> 1.000,4,0,0,0,0,0,0,0,0,1
C,38,Urban area,Owner without mortgage,Vocational school,married,2,1,799,2,24,"Agriculture, hunting and forestry",between 51-100,1,0,0,0,0,0,0,0,0,0
F,38,County capital,Living with family,University,married,3,1,4000,3,3,Manufacturing,between 21-50,2,0,0,0,0,0,0,0,0,0
C,22,Urban area,Other,Highschool,single,1,0,1723.645,3,8,Wholesale and retail trade,> 1.000,2,0,0,0,0,0,0,0,0,0
F,26,Rural area,Living with family,Post-graduate,single,1,0,3656.75,4,19,Information and communication,> 1.000,1,1,1,0,0,0,0,0,0,0
C,47,Urban area,Owner without mortgage,Other,married,2,0,932,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
B,22,County capital,Living with family,University,single,1,0,1372.53,1,5,Manufacturing,between 501-1.000,1,1,1,0,1,0,0,0,0,0
B,48,County capital,Owner without mortgage,Highschool,married,2,0,2558,20,23,Public administration and defence,> 1.000,13,1,1,0,0,0,0,0,0,0
E,62,Rural area,Owner without mortgage,Vocational school,married,2,0,636,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
C,63,Urban area,Owner without mortgage,Vocational school,married,2,0,788,5,16,Missing,Missing,2,1,1,0,1,0,0,0,0,0
C,69,Rural area,Owner without mortgage,Other,married,2,0,764,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
E,23,County capital,Owner without mortgage,University,single,1,0,1129,1,10,Other,> 1.000,1,1,1,0,1,0,0,0,0,0
B,43,Rural area,Owner without mortgage,University,divorced,2,0,1590,2,9,Water supply,between 251-500,1,1,1,0,1,0,0,0,0,0
F,47,County capital,Owner without mortgage,Post-graduate,married,3,1,2347,10,11,Education,between 101-250,11,0,0,0,0,0,0,0,0,0
B,42,Rural area,Living with family,University,married,2,0,2246.5,9,12,Public administration and defence,> 1.000,8,1,1,0,0,0,1,0,0,0
B,45,Urban area,Owner without mortgage,University,married,2,0,2825.005,20,61,Transportation and storage,> 1.000,12,0,0,0,0,0,1,0,0,0
B,64,Rural area,Owner without mortgage,Middle school,widow,1,0,513,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,34,County capital,Owner without mortgage,University,single,1,0,2258.1,8,17,Public administration and defence,> 1.000,10,0,0,0,0,0,1,0,0,0
F,27,County capital,Living with family,Post secondary school,single,1,0,1837.33,6,23,Wholesale and retail trade,between 21-50,2,0,0,0,0,0,0,0,0,0
C,41,County capital,Owner without mortgage,Highschool,married,2,0,1234.25,8,20,Wholesale and retail trade,between 101-250,16,0,1,0,0,0,0,0,0,0
A,57,County capital,Owner without mortgage,University,single,1,0,3413,9,25,Public administration and defence,between 251-500,2,0,0,0,0,0,0,0,0,0
F,31,Rural area,Owner without mortgage,Highschool,married,2,0,698,5,18,Wholesale and retail trade,between 11-20,1,0,0,0,0,0,0,0,0,0
E,48,Rural area,Owner without mortgage,Missing,married,2,0,3391,21,21,Public administration and defence,> 1.000,1,1,1,0,0,0,0,0,0,0
C,39,Rural area,Owner without mortgage,Other,single,1,0,1090.67,8,10,Construction,between 101-250,8,0,1,0,0,0,1,0,0,0
E,47,Rural area,Owner without mortgage,Post secondary school,married,2,0,1171,24,24,Human health and social work activities,> 1.000,1,1,1,0,0,0,0,0,0,0
B,53,County capital,Owner without mortgage,Highschool,married,2,0,1019,9,10,Wholesale and retail trade,between 251-500,2,0,0,0,0,0,0,0,0,0
F,27,Urban area,Living with family,Other,married,2,0,955,4,23,Information and communication,between 21-50,2,0,0,0,0,0,0,0,0,0
C,44,Rural area,Owner without mortgage,Vocational school,married,3,1,1307.75,10,14,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
F,30,County capital,Living with family,Vocational school,single,1,0,2464.165,3,21,Transportation and storage,between 51-100,6,0,0,0,0,0,0,0,0,0
C,22,Urban area,Living with family,University,single,1,0,1158.85,3,10,Manufacturing,> 1.000,1,0,1,0,0,0,0,0,0,0
C,60,Rural area,Living with family,Highschool,single,1,0,648,5,16,Missing,Missing,10,0,0,0,0,0,0,0,0,1
C,47,County capital,Owner without mortgage,Highschool,single,1,0,1646.66,7,10,Wholesale and retail trade,between 501-1.000,13,0,0,0,0,0,0,0,0,0
B,57,County capital,Owner without mortgage,Post secondary school,married,2,0,953.2475,3,26,Human health and social work activities,between 101-250,12,0,0,0,0,0,1,0,0,0
B,32,County capital,Living with family,Highschool,married,2,0,0,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,53,County capital,Owner without mortgage,Highschool,married,2,0,1451.2475,23,23,Transportation and storage,between 501-1.000,7,0,0,0,0,0,1,0,0,0
B,42,Rural area,Owner without mortgage,University,married,4,2,2806,21,21,Public administration and defence,between 501-1.000,1,1,1,0,0,0,0,0,0,0
F,26,County capital,Living with family,University,single,1,0,3270,7,12,Accommodation and food service activities,between 101-250,2,0,0,0,0,0,0,0,0,0
B,22,County capital,Living with family,University,single,1,0,834.5,1,14,Wholesale and retail trade,between 501-1.000,1,0,0,0,0,0,0,0,0,0
F,30,Urban area,Living with family,Missing,married,2,0,2989,2,10,"Professional, scientific and technical activities",> 1.000,11,1,1,0,0,0,0,0,0,0
E,35,County capital,Owner without mortgage,College,divorced,1,0,985,2,9,Manufacturing,between 101-250,1,1,1,0,1,0,0,0,0,0
F,36,County capital,Living with family,Highschool,divorced,2,1,1458.5,3,19,Wholesale and retail trade,between 101-250,2,0,0,0,0,0,0,0,0,0
B,31,County capital,Living with family,Other,single,1,0,1007.98,2,17,Manufacturing,> 1.000,1,1,1,0,0,0,0,0,0,0
C,54,Rural area,Owner without mortgage,Vocational school,married,2,1,1160,20,20,Human health and social work activities,between 101-250,1,0,0,0,0,0,0,0,0,0
F,35,County capital,Living with family,University,single,1,0,2325.08,10,13,Wholesale and retail trade,> 1.000,2,0,0,0,0,0,0,0,0,0
